32163;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32180;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32322;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32326;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32358;-0.07058760001772837;8.61;14.0;-0.5907541322992227;Cloning --> container-rebook with -->  container-rebook_fgbatrueom,Move Operation --> verify to Component -->  Ticket-info,Moving --> Ticket-info to -->  New-Node_gnfebuinyn,Cloning --> container-sso with -->  container-sso_ejxxojsndy 
32359;-0.03467629060057183;4.92;14.0;-0.5907541322992227;Cloning --> container-admin-user_lguwdiownw with -->  container-admin-user_lguwdiownw_cgwcskqhjk,Move Operation --> verify to Component -->  Ticket-info,Moving --> Ticket-info to -->  New-Node_gnfebuinyn,Cloning --> container-sso with -->  container-sso_ejxxojsndy 
32363;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32364;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32366;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32367;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32370;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32371;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32374;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32375;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32411;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
32415;-0.009896548140666204;4.26;15.0;-0.7873349417853018;Cloning --> container-ticket-info_lbkqivxrgq with -->  container-ticket-info_lbkqivxrgq_qkouihvjey,Move Operation --> findAll to New Component --> New-Component_yostrktxuh deployed to a New Node -->New-Node_fnghhhznvz,Cloning --> container-sso with -->  container-sso_enrvpmlikz,Move Operation --> getByID to Component -->  Admin-user 
