-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.04733563084827022 6.06 14.0 -0.7838178310598328 
-0.04733563084827022 6.06 14.0 -0.7838178310598328 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.020982725584114105 6.06 15.0 -0.8471106006077714 
-0.04733563084827022 6.06 14.0 -0.7838178310598328 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.04733563084827022 6.06 14.0 -0.7838178310598328 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.04733563084827022 6.06 14.0 -0.7838178310598328 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
-0.08980234380132493 6.63 15.0 -0.6580154205627285 
