-0.013852666177113948 1.8 18.0 -0.6533640315909902 
-0.013852666177113948 1.8 18.0 -0.6533640315909902 
-0.06657645322348123 6.72 15.0 -0.7886953206077715 
-0.06657645322348123 6.72 15.0 -0.7886953206077715 
-0.013852666177113948 1.8 18.0 -0.6533640315909902 
-0.013852666177113948 1.8 18.0 -0.6533640315909902 
-0.11615524906548104 6.63 16.0 -0.7563930868614167 
-0.013852666177113948 1.8 18.0 -0.6533640315909902 
-0.06657645322348123 6.72 15.0 -0.7886953206077715 
-0.013852666177113948 1.8 18.0 -0.6533640315909902 
-0.013852666177113948 1.8 18.0 -0.6533640315909902 
-0.06657645322348123 6.72 15.0 -0.7886953206077715 
-0.06657645322348123 6.72 15.0 -0.7886953206077715 
-0.06657645322348123 6.72 15.0 -0.7886953206077715 
-0.06657645322348123 6.72 15.0 -0.7886953206077715 
-0.013852666177113948 1.8 18.0 -0.6533640315909902 
